"product_snumber","product_name","manufacturing_date","unit_manufactur","product_id","sno","flavour","date_of_manufacturing","unit_price","product_id-2"
950,"takatak","1742846917341",1103,"10000000950",296,"sour cream onion","1756417514000",25,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",297,"sour cream onion","1762252468000",40,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",298,"spicy chilli","1759130608000",38,"10000000950"
950,"takatak","1742846917341",1103,"10000000950",299,"tamato tangy","1757077939000",20,"10000000950"
100,"takatak","1754486818430",2406,"10000000100",300,"tamato tangy","1755434293000",22,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",301,"spicy chilli","1761370168000",37,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",302,"tamato tangy","1757741689000",49,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",303,"sour cream onion","1760238923000",40,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",304,"spicy chilli","1761152567000",50,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",305,"tamato tangy","1759479572000",20,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",306,"tamato tangy","1759436673000",38,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",307,"tamato tangy","1756540291000",43,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",308,"sour cream onion","1757272252000",47,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",309,"spicy chilli","1755585652000",47,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",310,"tamato tangy","1755171068000",46,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",311,"sour cream onion","1759447918000",47,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",312,"spicy chilli","1760503499000",48,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",313,"sour cream onion","1756430751000",10,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",314,"spicy chilli","1762696500000",50,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",315,"tamato tangy","1758030731000",30,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",316,"spicy chilli","1755321787000",38,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",317,"spicy chilli","1758084947000",14,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",318,"tamato tangy","1760946182000",30,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",319,"sour cream onion","1758409938000",41,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",320,"sour cream onion","1755350576000",49,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",321,"sour cream onion","1759116435000",25,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",322,"spicy chilli","1755918802000",48,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",323,"spicy chilli","1762752768000",50,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",324,"spicy chilli","1755505006000",40,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",325,"spicy chilli","1755202636000",19,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",326,"tamato tangy","1761786181000",34,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",327,"spicy chilli","1755239256000",11,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",328,"sour cream onion","1756689309000",36,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",329,"spicy chilli","1760742043000",42,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",330,"spicy chilli","1759111617000",36,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",331,"tamato tangy","1755738716000",50,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",332,"spicy chilli","1757948571000",14,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",333,"spicy chilli","1756731411000",24,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",334,"sour cream onion","1758393891000",42,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",335,"sour cream onion","1756869889000",33,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",336,"spicy chilli","1758364659000",47,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",337,"sour cream onion","1761744299000",15,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",338,"sour cream onion","1761917109000",34,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",339,"spicy chilli","1757971305000",35,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",340,"spicy chilli","1755540601000",34,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",341,"sour cream onion","1757744721000",18,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",342,"spicy chilli","1761703431000",48,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",343,"tamato tangy","1759178876000",10,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",344,"spicy chilli","1755705976000",17,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",345,"tamato tangy","1758163357000",44,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",346,"tamato tangy","1755087352000",48,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",347,"tamato tangy","1755677845000",18,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",348,"sour cream onion","1759778315000",42,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",349,"spicy chilli","1759776234000",28,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",350,"spicy chilli","1756935335000",42,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",351,"spicy chilli","1755629189000",32,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",352,"tamato tangy","1762551497000",46,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",353,"spicy chilli","1757567599000",12,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",354,"spicy chilli","1761449807000",12,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",355,"sour cream onion","1758475895000",40,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",356,"spicy chilli","1755066922000",31,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",357,"tamato tangy","1760217906000",14,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",358,"spicy chilli","1756980523000",26,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",359,"tamato tangy","1760291809000",35,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",360,"tamato tangy","1761624828000",15,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",361,"sour cream onion","1758625088000",17,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",362,"spicy chilli","1759044742000",44,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",363,"sour cream onion","1760749012000",49,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",364,"spicy chilli","1761086638000",22,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",365,"sour cream onion","1757947527000",45,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",366,"sour cream onion","1760314195000",19,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",367,"sour cream onion","1757371500000",42,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",368,"tamato tangy","1761282571000",16,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",369,"sour cream onion","1755352092000",33,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",370,"spicy chilli","1762227957000",46,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",371,"sour cream onion","1762195133000",30,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",372,"sour cream onion","1760784420000",14,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",373,"sour cream onion","1759990141000",35,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",374,"spicy chilli","1755995412000",46,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",375,"sour cream onion","1755834054000",16,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",376,"spicy chilli","1757768445000",30,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",377,"spicy chilli","1756591009000",15,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",378,"sour cream onion","1761514373000",46,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",379,"spicy chilli","1755868745000",50,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",380,"tamato tangy","1761897708000",49,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",381,"tamato tangy","1757076542000",28,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",382,"spicy chilli","1759210699000",43,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",383,"sour cream onion","1758913305000",37,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",384,"tamato tangy","1756094440000",44,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",385,"sour cream onion","1762542401000",47,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",386,"spicy chilli","1757898485000",26,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",387,"spicy chilli","1757201528000",40,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",388,"spicy chilli","1759403885000",40,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",389,"sour cream onion","1757818669000",41,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",390,"sour cream onion","1760963842000",28,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",391,"sour cream onion","1756048473000",27,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",392,"tamato tangy","1756138846000",34,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",393,"spicy chilli","1756539952000",39,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",394,"sour cream onion","1759640475000",30,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",395,"sour cream onion","1758264416000",19,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",396,"spicy chilli","1755740693000",42,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",397,"tamato tangy","1760338573000",50,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",398,"spicy chilli","1758591067000",26,"10000000100"
100,"takatak","1754486818430",2406,"10000000100",399,"spicy chilli","1761781300000",35,"10000000100"
200,"takatak","1742172538005",4808,"10000000200",400,"tamato tangy","1761414793000",16,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",401,"tamato tangy","1760385175000",42,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",402,"tamato tangy","1758298966000",29,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",403,"tamato tangy","1761395385000",26,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",404,"sour cream onion","1757216910000",47,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",405,"spicy chilli","1760558526000",30,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",406,"spicy chilli","1759025728000",19,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",407,"spicy chilli","1758081584000",16,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",408,"tamato tangy","1760118585000",24,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",409,"sour cream onion","1761161196000",30,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",410,"tamato tangy","1761052487000",14,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",411,"spicy chilli","1761235060000",36,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",412,"tamato tangy","1760448559000",19,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",413,"spicy chilli","1760835692000",37,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",414,"tamato tangy","1757283113000",32,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",415,"spicy chilli","1761034604000",24,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",416,"tamato tangy","1760686811000",41,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",417,"tamato tangy","1756448958000",47,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",418,"tamato tangy","1761335392000",44,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",419,"spicy chilli","1761363700000",20,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",420,"tamato tangy","1759675219000",35,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",421,"tamato tangy","1757406120000",22,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",422,"spicy chilli","1756708549000",25,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",423,"tamato tangy","1756794978000",29,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",424,"sour cream onion","1762626939000",32,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",425,"spicy chilli","1762474769000",11,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",426,"sour cream onion","1755696863000",49,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",427,"sour cream onion","1759010069000",50,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",428,"spicy chilli","1756204901000",35,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",429,"sour cream onion","1762279705000",24,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",430,"spicy chilli","1759131709000",35,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",431,"sour cream onion","1762350554000",38,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",432,"sour cream onion","1758536896000",30,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",433,"tamato tangy","1762090228000",45,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",434,"tamato tangy","1761715601000",21,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",435,"spicy chilli","1758340913000",26,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",436,"tamato tangy","1759876562000",49,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",437,"tamato tangy","1759598546000",13,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",438,"spicy chilli","1762315289000",28,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",439,"sour cream onion","1762589229000",34,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",440,"sour cream onion","1761784783000",24,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",441,"spicy chilli","1756349455000",15,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",442,"tamato tangy","1760771693000",27,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",443,"spicy chilli","1758948707000",31,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",444,"sour cream onion","1756598003000",29,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",445,"tamato tangy","1758853693000",10,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",446,"spicy chilli","1762224814000",36,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",447,"sour cream onion","1758842564000",49,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",448,"sour cream onion","1759712169000",26,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",449,"tamato tangy","1758556916000",18,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",450,"tamato tangy","1757043574000",40,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",451,"spicy chilli","1755130173000",46,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",452,"sour cream onion","1759944479000",38,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",453,"spicy chilli","1759170415000",16,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",454,"tamato tangy","1761774862000",30,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",455,"spicy chilli","1759067459000",25,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",456,"tamato tangy","1762466475000",22,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",457,"sour cream onion","1757660445000",22,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",458,"spicy chilli","1756611600000",31,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",459,"spicy chilli","1758349796000",12,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",460,"tamato tangy","1758950914000",22,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",461,"tamato tangy","1756700371000",35,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",462,"tamato tangy","1760361022000",40,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",463,"sour cream onion","1762563210000",20,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",464,"spicy chilli","1756924109000",13,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",465,"sour cream onion","1757057633000",50,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",466,"sour cream onion","1760781381000",50,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",467,"spicy chilli","1760735749000",13,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",468,"tamato tangy","1758984901000",45,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",469,"tamato tangy","1761041656000",44,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",470,"sour cream onion","1758948256000",21,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",471,"tamato tangy","1755041847000",13,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",472,"tamato tangy","1759116618000",45,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",473,"spicy chilli","1761757361000",13,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",474,"spicy chilli","1759842146000",13,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",475,"sour cream onion","1755010560000",19,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",476,"spicy chilli","1761381114000",19,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",477,"spicy chilli","1755478647000",32,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",478,"spicy chilli","1762594884000",33,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",479,"spicy chilli","1761149597000",43,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",480,"tamato tangy","1760312532000",32,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",481,"tamato tangy","1761936623000",47,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",482,"spicy chilli","1757087770000",29,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",483,"tamato tangy","1761585583000",30,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",484,"spicy chilli","1756795344000",18,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",485,"spicy chilli","1757174566000",11,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",486,"spicy chilli","1762031729000",42,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",487,"tamato tangy","1762694135000",27,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",488,"spicy chilli","1758170443000",17,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",489,"spicy chilli","1762612212000",17,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",490,"tamato tangy","1756680234000",38,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",491,"sour cream onion","1756991840000",37,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",492,"tamato tangy","1762008820000",47,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",493,"sour cream onion","1761296456000",40,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",494,"sour cream onion","1755793803000",24,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",495,"sour cream onion","1757769111000",34,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",496,"spicy chilli","1755358590000",19,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",497,"spicy chilli","1757787240000",35,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",498,"tamato tangy","1762715787000",42,"10000000200"
200,"takatak","1742172538005",4808,"10000000200",499,"sour cream onion","1755316433000",34,"10000000200"
300,"takatak","1752193019135",4869,"10000000300",500,"sour cream onion","1760060733000",41,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",501,"spicy chilli","1758813272000",41,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",502,"tamato tangy","1756767799000",19,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",503,"spicy chilli","1761816576000",35,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",504,"tamato tangy","1760005034000",44,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",505,"sour cream onion","1755168254000",17,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",506,"sour cream onion","1756684733000",23,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",507,"tamato tangy","1757162785000",10,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",508,"spicy chilli","1761214573000",32,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",509,"tamato tangy","1762277476000",30,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",510,"sour cream onion","1759324821000",10,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",511,"spicy chilli","1758676729000",23,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",512,"spicy chilli","1760655163000",35,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",513,"sour cream onion","1758166898000",25,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",514,"spicy chilli","1762399448000",22,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",515,"spicy chilli","1757614107000",25,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",516,"tamato tangy","1761154225000",43,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",517,"tamato tangy","1756302767000",28,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",518,"tamato tangy","1758191712000",24,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",519,"spicy chilli","1758369322000",36,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",520,"sour cream onion","1757119166000",26,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",521,"sour cream onion","1757645272000",26,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",522,"tamato tangy","1759108307000",27,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",523,"sour cream onion","1758418856000",36,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",524,"spicy chilli","1758111327000",26,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",525,"tamato tangy","1760611015000",44,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",526,"spicy chilli","1757613231000",49,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",527,"tamato tangy","1758717571000",24,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",528,"tamato tangy","1759927313000",38,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",529,"spicy chilli","1760989004000",43,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",530,"sour cream onion","1762715049000",39,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",531,"tamato tangy","1757174642000",35,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",532,"spicy chilli","1760313256000",21,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",533,"spicy chilli","1759037825000",16,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",534,"tamato tangy","1756813376000",18,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",535,"tamato tangy","1762599478000",19,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",536,"tamato tangy","1759444224000",48,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",537,"tamato tangy","1760124253000",31,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",538,"sour cream onion","1758796002000",37,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",539,"spicy chilli","1759059081000",49,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",540,"spicy chilli","1757891207000",33,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",541,"sour cream onion","1760645215000",22,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",542,"tamato tangy","1761761848000",49,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",543,"spicy chilli","1762368853000",27,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",544,"spicy chilli","1762424887000",12,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",545,"sour cream onion","1756813668000",47,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",546,"spicy chilli","1761829397000",44,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",547,"tamato tangy","1755155303000",47,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",548,"spicy chilli","1755761773000",30,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",549,"tamato tangy","1759547683000",37,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",550,"tamato tangy","1761210828000",17,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",551,"spicy chilli","1759199234000",12,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",552,"tamato tangy","1758346675000",50,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",553,"tamato tangy","1761215116000",42,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",554,"sour cream onion","1756190641000",14,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",555,"tamato tangy","1762035447000",45,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",556,"tamato tangy","1756885311000",28,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",557,"sour cream onion","1758005906000",41,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",558,"tamato tangy","1758129113000",27,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",559,"tamato tangy","1757209551000",30,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",560,"tamato tangy","1757554483000",10,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",561,"tamato tangy","1755828398000",50,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",562,"sour cream onion","1757366719000",45,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",563,"sour cream onion","1761947052000",36,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",564,"tamato tangy","1762726778000",18,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",565,"spicy chilli","1756352494000",45,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",566,"tamato tangy","1755194084000",28,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",567,"spicy chilli","1759938827000",10,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",568,"tamato tangy","1755968534000",39,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",569,"sour cream onion","1759743548000",38,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",570,"tamato tangy","1758100647000",32,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",571,"sour cream onion","1761567623000",41,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",572,"spicy chilli","1762412060000",33,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",573,"tamato tangy","1761307731000",12,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",574,"spicy chilli","1760741991000",35,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",575,"sour cream onion","1758117872000",24,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",576,"spicy chilli","1756705098000",10,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",577,"sour cream onion","1760059819000",14,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",578,"tamato tangy","1758437644000",36,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",579,"spicy chilli","1762053054000",14,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",580,"sour cream onion","1758807428000",38,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",581,"tamato tangy","1758828416000",38,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",582,"sour cream onion","1755231263000",50,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",583,"spicy chilli","1755478607000",22,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",584,"spicy chilli","1756976486000",47,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",585,"sour cream onion","1755240550000",24,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",586,"tamato tangy","1761723822000",49,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",587,"tamato tangy","1758981276000",26,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",588,"spicy chilli","1757791300000",38,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",589,"spicy chilli","1760849871000",43,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",590,"spicy chilli","1757641089000",27,"10000000300"
300,"takatak","1752193019135",4869,"10000000300",591,"tamato tangy","1755434833000",15,"10000000300"
